event_id,user_id,event_type,timestamp,metadata
EVT_002517,USER_00710,signup,2026-02-22,"{""device"": ""Android""}"
EVT_002518,USER_00711,signup,2026-02-09,"{""device"": ""iOS""}"
EVT_002519,USER_00711,kyc_complete,2026-02-17,"{""method"": ""video_kyc""}"
EVT_002520,USER_00711,bill_payment,2026-02-25,"{""category"": ""mobile""}"
EVT_002521,USER_00712,signup,2026-02-26,"{""device"": ""Android""}"
EVT_002522,USER_00712,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_002523,USER_00712,first_transaction,2026-02-26,"{""amount"": 940}"
EVT_002524,USER_00712,autopay_setup,2026-03-01,"{""frequency"": ""monthly""}"
EVT_002525,USER_00713,signup,2026-02-08,"{""device"": ""Android""}"
EVT_002526,USER_00713,kyc_complete,2026-02-11,"{""method"": ""video_kyc""}"
EVT_002527,USER_00713,first_transaction,2026-02-12,"{""amount"": 4468}"
EVT_002528,USER_00713,repeat_transaction,2026-02-14,"{""amount"": 836, ""merchant"": ""Bhatnagar Ltd""}"
EVT_002529,USER_00714,signup,2026-01-31,"{""device"": ""Android""}"
EVT_002530,USER_00714,kyc_complete,2026-02-02,"{""method"": ""video_kyc""}"
EVT_002531,USER_00714,first_transaction,2026-02-05,"{""amount"": 3378}"
EVT_002532,USER_00715,signup,2025-12-24,"{""device"": ""iOS""}"
EVT_002533,USER_00715,bill_payment,2026-01-09,"{""category"": ""mobile""}"
EVT_002534,USER_00716,signup,2026-02-25,"{""device"": ""Android""}"
EVT_002535,USER_00716,kyc_complete,2026-03-01,"{""method"": ""video_kyc""}"
EVT_002536,USER_00717,signup,2025-12-02,"{""device"": ""Android""}"
EVT_002537,USER_00717,rewards_redemption,2025-12-14,"{""reward_type"": ""points""}"
EVT_002538,USER_00718,signup,2026-01-21,"{""device"": ""Android""}"
EVT_002539,USER_00718,rewards_redemption,2026-02-08,"{""reward_type"": ""cashback""}"
EVT_002540,USER_00718,upi_lite_activation,2026-02-02,"{""balance"": 1354}"
EVT_002541,USER_00719,signup,2026-02-11,"{""device"": ""iOS""}"
EVT_002542,USER_00719,kyc_complete,2026-02-17,"{""method"": ""video_kyc""}"
EVT_002543,USER_00719,first_transaction,2026-02-20,"{""amount"": 365}"
EVT_002544,USER_00720,signup,2026-02-22,"{""device"": ""Android""}"
EVT_002545,USER_00721,signup,2026-02-16,"{""device"": ""Android""}"
EVT_002546,USER_00721,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002547,USER_00721,rewards_redemption,2026-02-23,"{""reward_type"": ""cashback""}"
EVT_002548,USER_00721,bill_payment,2026-02-23,"{""category"": ""electricity""}"
EVT_002549,USER_00722,signup,2026-02-10,"{""device"": ""Android""}"
EVT_002550,USER_00722,kyc_complete,2026-02-17,"{""method"": ""video_kyc""}"
EVT_002551,USER_00723,signup,2026-02-22,"{""device"": ""iOS""}"
EVT_002552,USER_00724,signup,2026-02-20,"{""device"": ""Android""}"
EVT_002553,USER_00724,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002554,USER_00724,first_transaction,2026-02-27,"{""amount"": 1996}"
EVT_002555,USER_00725,signup,2026-02-26,"{""device"": ""Android""}"
EVT_002556,USER_00725,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002557,USER_00726,signup,2026-01-25,"{""device"": ""Android""}"
EVT_002558,USER_00726,bill_payment,2026-01-28,"{""category"": ""gas""}"
EVT_002559,USER_00727,signup,2025-12-02,"{""device"": ""iOS""}"
EVT_002560,USER_00727,kyc_complete,2025-12-16,"{""method"": ""video_kyc""}"
EVT_002561,USER_00727,first_transaction,2025-12-21,"{""amount"": 4983}"
EVT_002562,USER_00727,autopay_setup,2025-12-31,"{""frequency"": ""monthly""}"
EVT_002563,USER_00727,repeat_transaction,2025-12-26,"{""amount"": 4022, ""merchant"": ""Mittal-Rege""}"
EVT_002564,USER_00727,repeat_transaction,2026-01-04,"{""amount"": 1640, ""merchant"": ""Dey Inc""}"
EVT_002565,USER_00727,repeat_transaction,2026-01-05,"{""amount"": 4389, ""merchant"": ""Modi Group""}"
EVT_002566,USER_00727,repeat_transaction,2026-01-18,"{""amount"": 638, ""merchant"": ""Chatterjee and Sons""}"
EVT_002567,USER_00727,repeat_transaction,2026-01-15,"{""amount"": 3298, ""merchant"": ""Deshmukh, Rama and Setty""}"
EVT_002568,USER_00727,repeat_transaction,2026-01-08,"{""amount"": 4625, ""merchant"": ""Zachariah-Saini""}"
EVT_002569,USER_00727,repeat_transaction,2026-01-18,"{""amount"": 2180, ""merchant"": ""Dubey, Sachdeva and Chaudhary""}"
EVT_002570,USER_00727,repeat_transaction,2026-02-07,"{""amount"": 2523, ""merchant"": ""Reddy-Mammen""}"
EVT_002571,USER_00727,repeat_transaction,2026-01-17,"{""amount"": 3887, ""merchant"": ""Prabhakar and Sons""}"
EVT_002572,USER_00727,repeat_transaction,2026-03-01,"{""amount"": 2528, ""merchant"": ""Saxena-Keer""}"
EVT_002573,USER_00727,repeat_transaction,2026-02-03,"{""amount"": 2595, ""merchant"": ""Chaudhary-Pillai""}"
EVT_002574,USER_00728,signup,2026-01-26,"{""device"": ""Android""}"
EVT_002575,USER_00728,bill_payment,2026-02-07,"{""category"": ""mobile""}"
EVT_002576,USER_00729,signup,2026-02-23,"{""device"": ""iOS""}"
EVT_002577,USER_00730,signup,2026-02-23,"{""device"": ""Android""}"
EVT_002578,USER_00730,kyc_complete,2026-02-26,"{""method"": ""video_kyc""}"
EVT_002579,USER_00731,signup,2026-02-21,"{""device"": ""Android""}"
EVT_002580,USER_00731,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002581,USER_00732,signup,2025-12-31,"{""device"": ""iOS""}"
EVT_002582,USER_00732,kyc_complete,2026-01-11,"{""method"": ""video_kyc""}"
EVT_002583,USER_00733,signup,2026-02-06,"{""device"": ""Android""}"
EVT_002584,USER_00733,kyc_complete,2026-02-17,"{""method"": ""video_kyc""}"
EVT_002585,USER_00733,rewards_redemption,2026-02-23,"{""reward_type"": ""points""}"
EVT_002586,USER_00734,signup,2026-02-18,"{""device"": ""Android""}"
EVT_002587,USER_00734,kyc_complete,2026-02-22,"{""method"": ""video_kyc""}"
EVT_002588,USER_00734,first_transaction,2026-02-23,"{""amount"": 3208}"
EVT_002589,USER_00734,bill_payment,2026-02-23,"{""category"": ""gas""}"
EVT_002590,USER_00735,signup,2026-02-14,"{""device"": ""Android""}"
EVT_002591,USER_00735,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_002592,USER_00735,upi_lite_activation,2026-02-26,"{""balance"": 817}"
EVT_002593,USER_00735,bill_payment,2026-02-24,"{""category"": ""electricity""}"
EVT_002594,USER_00736,signup,2026-02-12,"{""device"": ""Android""}"
EVT_002595,USER_00736,kyc_complete,2026-02-13,"{""method"": ""video_kyc""}"
EVT_002596,USER_00736,first_transaction,2026-02-19,"{""amount"": 1981}"
EVT_002597,USER_00736,autopay_setup,2026-03-01,"{""frequency"": ""monthly""}"
EVT_002598,USER_00736,repeat_transaction,2026-02-23,"{""amount"": 3109, ""merchant"": ""Parmer, Bhat and Rao""}"
EVT_002599,USER_00736,repeat_transaction,2026-02-25,"{""amount"": 988, ""merchant"": ""Gupta-Das""}"
EVT_002600,USER_00737,signup,2026-02-27,"{""device"": ""Android""}"
EVT_002601,USER_00737,kyc_complete,2026-02-26,"{""method"": ""video_kyc""}"
EVT_002602,USER_00737,first_transaction,2026-02-26,"{""amount"": 722}"
EVT_002603,USER_00738,signup,2026-02-23,"{""device"": ""Android""}"
EVT_002604,USER_00738,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002605,USER_00738,first_transaction,2026-02-27,"{""amount"": 3261}"
EVT_002606,USER_00739,signup,2025-12-09,"{""device"": ""Android""}"
EVT_002607,USER_00739,kyc_complete,2025-12-17,"{""method"": ""video_kyc""}"
EVT_002608,USER_00739,first_transaction,2025-12-24,"{""amount"": 4164}"
EVT_002609,USER_00739,bill_payment,2025-12-12,"{""category"": ""gas""}"
EVT_002610,USER_00740,signup,2026-02-24,"{""device"": ""Android""}"
EVT_002611,USER_00740,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002612,USER_00741,signup,2025-12-30,"{""device"": ""Android""}"
EVT_002613,USER_00741,kyc_complete,2026-01-09,"{""method"": ""video_kyc""}"
EVT_002614,USER_00741,autopay_setup,2026-01-21,"{""frequency"": ""monthly""}"
EVT_002615,USER_00741,rewards_redemption,2026-01-19,"{""reward_type"": ""cashback""}"
EVT_002616,USER_00741,bill_payment,2026-01-12,"{""category"": ""gas""}"
EVT_002617,USER_00742,signup,2026-01-13,"{""device"": ""Android""}"
EVT_002618,USER_00742,kyc_complete,2026-01-25,"{""method"": ""video_kyc""}"
EVT_002619,USER_00742,first_transaction,2026-01-26,"{""amount"": 670}"
EVT_002620,USER_00742,rewards_redemption,2026-01-21,"{""reward_type"": ""cashback""}"
EVT_002621,USER_00743,signup,2026-01-27,"{""device"": ""Android""}"
EVT_002622,USER_00743,kyc_complete,2026-01-28,"{""method"": ""video_kyc""}"
EVT_002623,USER_00743,autopay_setup,2026-02-22,"{""frequency"": ""monthly""}"
EVT_002624,USER_00744,signup,2026-03-01,"{""device"": ""Android""}"
EVT_002625,USER_00744,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_002626,USER_00744,first_transaction,2026-02-25,"{""amount"": 4434}"
EVT_002627,USER_00745,signup,2026-02-03,"{""device"": ""Android""}"
EVT_002628,USER_00745,kyc_complete,2026-02-12,"{""method"": ""video_kyc""}"
EVT_002629,USER_00746,signup,2025-12-29,"{""device"": ""iOS""}"
EVT_002630,USER_00746,kyc_complete,2025-12-31,"{""method"": ""video_kyc""}"
EVT_002631,USER_00746,first_transaction,2026-01-02,"{""amount"": 201}"
EVT_002632,USER_00747,signup,2025-12-02,"{""device"": ""Android""}"
EVT_002633,USER_00747,rewards_redemption,2025-12-15,"{""reward_type"": ""points""}"
EVT_002634,USER_00747,upi_lite_activation,2025-12-29,"{""balance"": 4282}"
EVT_002635,USER_00748,signup,2026-02-21,"{""device"": ""iOS""}"
EVT_002636,USER_00748,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_002637,USER_00748,first_transaction,2026-02-27,"{""amount"": 766}"
EVT_002638,USER_00749,signup,2026-02-10,"{""device"": ""Android""}"
EVT_002639,USER_00749,kyc_complete,2026-02-14,"{""method"": ""video_kyc""}"
EVT_002640,USER_00749,rewards_redemption,2026-02-20,"{""reward_type"": ""cashback""}"
EVT_002641,USER_00749,bill_payment,2026-02-20,"{""category"": ""electricity""}"
EVT_002642,USER_00750,signup,2026-02-23,"{""device"": ""Android""}"
EVT_002643,USER_00750,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_002644,USER_00751,signup,2026-02-11,"{""device"": ""Android""}"
EVT_002645,USER_00751,kyc_complete,2026-02-19,"{""method"": ""video_kyc""}"
EVT_002646,USER_00752,signup,2026-01-19,"{""device"": ""Android""}"
EVT_002647,USER_00752,rewards_redemption,2026-01-25,"{""reward_type"": ""cashback""}"
EVT_002648,USER_00753,signup,2026-02-23,"{""device"": ""iOS""}"
EVT_002649,USER_00754,signup,2026-02-22,"{""device"": ""Android""}"
EVT_002650,USER_00754,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_002651,USER_00754,first_transaction,2026-02-28,"{""amount"": 4848}"
EVT_002652,USER_00755,signup,2026-02-14,"{""device"": ""Android""}"
EVT_002653,USER_00755,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_002654,USER_00755,first_transaction,2026-02-26,"{""amount"": 2915}"
EVT_002655,USER_00755,bill_payment,2026-02-22,"{""category"": ""mobile""}"
EVT_002656,USER_00756,signup,2026-02-24,"{""device"": ""Android""}"
EVT_002657,USER_00756,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002658,USER_00756,first_transaction,2026-02-26,"{""amount"": 1911}"
EVT_002659,USER_00756,repeat_transaction,2026-03-01,"{""amount"": 690, ""merchant"": ""Chand-Kala""}"
EVT_002660,USER_00757,signup,2025-12-02,"{""device"": ""Android""}"
EVT_002661,USER_00757,kyc_complete,2025-12-12,"{""method"": ""video_kyc""}"
EVT_002662,USER_00757,first_transaction,2025-12-17,"{""amount"": 4554}"
EVT_002663,USER_00757,repeat_transaction,2025-12-26,"{""amount"": 3274, ""merchant"": ""Bail, Bedi and Nath""}"
EVT_002664,USER_00757,repeat_transaction,2025-12-31,"{""amount"": 3417, ""merchant"": ""Dass PLC""}"
EVT_002665,USER_00757,repeat_transaction,2026-01-13,"{""amount"": 1571, ""merchant"": ""Biswas PLC""}"
EVT_002666,USER_00757,repeat_transaction,2026-01-02,"{""amount"": 2299, ""merchant"": ""Kalita and Sons""}"
EVT_002667,USER_00758,signup,2026-02-22,"{""device"": ""Android""}"
EVT_002668,USER_00758,kyc_complete,2026-03-01,"{""method"": ""video_kyc""}"
EVT_002669,USER_00758,first_transaction,2026-02-28,"{""amount"": 930}"
EVT_002670,USER_00759,signup,2026-02-22,"{""device"": ""Android""}"
EVT_002671,USER_00759,kyc_complete,2026-03-01,"{""method"": ""video_kyc""}"
EVT_002672,USER_00759,first_transaction,2026-02-27,"{""amount"": 4694}"
EVT_002673,USER_00760,signup,2026-01-30,"{""device"": ""Android""}"
EVT_002674,USER_00760,kyc_complete,2026-02-06,"{""method"": ""video_kyc""}"
EVT_002675,USER_00760,first_transaction,2026-02-11,"{""amount"": 2209}"
EVT_002676,USER_00760,rewards_redemption,2026-02-04,"{""reward_type"": ""points""}"
EVT_002677,USER_00760,upi_lite_activation,2026-02-19,"{""balance"": 802}"
EVT_002678,USER_00761,signup,2026-01-02,"{""device"": ""Android""}"
EVT_002679,USER_00761,kyc_complete,2026-01-07,"{""method"": ""video_kyc""}"
EVT_002680,USER_00761,first_transaction,2026-01-10,"{""amount"": 2881}"
EVT_002681,USER_00761,autopay_setup,2026-01-20,"{""frequency"": ""monthly""}"
EVT_002682,USER_00761,bill_payment,2026-01-10,"{""category"": ""gas""}"
EVT_002683,USER_00761,repeat_transaction,2026-01-14,"{""amount"": 1149, ""merchant"": ""Divan-Agate""}"
EVT_002684,USER_00761,repeat_transaction,2026-01-16,"{""amount"": 4890, ""merchant"": ""Dhillon-De""}"
EVT_002685,USER_00761,repeat_transaction,2026-01-28,"{""amount"": 3203, ""merchant"": ""Krishna, Ghosh and Choudhary""}"
EVT_002686,USER_00761,repeat_transaction,2026-01-30,"{""amount"": 4476, ""merchant"": ""Bal, Deep and Aurora""}"
EVT_002687,USER_00761,repeat_transaction,2026-02-09,"{""amount"": 589, ""merchant"": ""Khanna-Naik""}"
EVT_002688,USER_00761,repeat_transaction,2026-02-21,"{""amount"": 1591, ""merchant"": ""Ghosh LLC""}"
EVT_002689,USER_00761,repeat_transaction,2026-02-28,"{""amount"": 1426, ""merchant"": ""Date Ltd""}"
EVT_002690,USER_00761,repeat_transaction,2026-02-19,"{""amount"": 2814, ""merchant"": ""Vora-Comar""}"
EVT_002691,USER_00761,repeat_transaction,2026-02-09,"{""amount"": 2463, ""merchant"": ""Bhatt, Soni and Sen""}"
EVT_002692,USER_00761,repeat_transaction,2026-02-23,"{""amount"": 1496, ""merchant"": ""Varghese-Chopra""}"
EVT_002693,USER_00761,repeat_transaction,2026-02-15,"{""amount"": 986, ""merchant"": ""Thakur-Kant""}"
EVT_002694,USER_00762,signup,2026-03-01,"{""device"": ""Android""}"
EVT_002695,USER_00762,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002696,USER_00763,signup,2025-12-11,"{""device"": ""Android""}"
EVT_002697,USER_00763,upi_lite_activation,2025-12-30,"{""balance"": 596}"
EVT_002698,USER_00764,signup,2026-02-11,"{""device"": ""iOS""}"
EVT_002699,USER_00764,kyc_complete,2026-02-21,"{""method"": ""video_kyc""}"
EVT_002700,USER_00764,first_transaction,2026-02-27,"{""amount"": 2868}"
EVT_002701,USER_00764,rewards_redemption,2026-02-18,"{""reward_type"": ""cashback""}"
EVT_002702,USER_00765,signup,2026-02-18,"{""device"": ""iOS""}"
EVT_002703,USER_00765,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002704,USER_00765,upi_lite_activation,2026-02-26,"{""balance"": 4418}"
EVT_002705,USER_00766,signup,2026-02-19,"{""device"": ""Android""}"
EVT_002706,USER_00766,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_002707,USER_00767,signup,2026-01-26,"{""device"": ""Android""}"
EVT_002708,USER_00767,kyc_complete,2026-02-02,"{""method"": ""video_kyc""}"
EVT_002709,USER_00767,upi_lite_activation,2026-02-03,"{""balance"": 4625}"
EVT_002710,USER_00768,signup,2026-02-10,"{""device"": ""Android""}"
EVT_002711,USER_00769,signup,2026-02-15,"{""device"": ""Android""}"
EVT_002712,USER_00769,autopay_setup,2026-02-28,"{""frequency"": ""monthly""}"
EVT_002713,USER_00770,signup,2026-02-12,"{""device"": ""Android""}"
EVT_002714,USER_00770,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_002715,USER_00770,first_transaction,2026-02-26,"{""amount"": 4255}"
EVT_002716,USER_00770,bill_payment,2026-02-15,"{""category"": ""gas""}"
EVT_002717,USER_00771,signup,2026-02-17,"{""device"": ""Android""}"
EVT_002718,USER_00771,kyc_complete,2026-02-20,"{""method"": ""video_kyc""}"
EVT_002719,USER_00771,rewards_redemption,2026-02-28,"{""reward_type"": ""points""}"
EVT_002720,USER_00772,signup,2026-01-20,"{""device"": ""Android""}"
EVT_002721,USER_00772,kyc_complete,2026-01-27,"{""method"": ""video_kyc""}"
EVT_002722,USER_00772,first_transaction,2026-02-01,"{""amount"": 1884}"
EVT_002723,USER_00772,repeat_transaction,2026-02-11,"{""amount"": 2564, ""merchant"": ""Bassi, Verma and Mitra""}"
EVT_002724,USER_00772,repeat_transaction,2026-02-19,"{""amount"": 1657, ""merchant"": ""Balasubramanian-Bhat""}"
EVT_002725,USER_00772,repeat_transaction,2026-02-13,"{""amount"": 2222, ""merchant"": ""Ratti-Sandhu""}"
EVT_002726,USER_00773,signup,2026-01-26,"{""device"": ""Android""}"
EVT_002727,USER_00773,kyc_complete,2026-02-04,"{""method"": ""video_kyc""}"
EVT_002728,USER_00774,signup,2025-12-02,"{""device"": ""iOS""}"
EVT_002729,USER_00774,kyc_complete,2025-12-12,"{""method"": ""video_kyc""}"
EVT_002730,USER_00774,autopay_setup,2025-12-16,"{""frequency"": ""monthly""}"
EVT_002731,USER_00774,rewards_redemption,2025-12-08,"{""reward_type"": ""points""}"
EVT_002732,USER_00774,upi_lite_activation,2025-12-23,"{""balance"": 584}"
EVT_002733,USER_00775,signup,2026-02-22,"{""device"": ""Android""}"
EVT_002734,USER_00775,kyc_complete,2026-02-25,"{""method"": ""video_kyc""}"
EVT_002735,USER_00775,first_transaction,2026-03-01,"{""amount"": 1879}"
EVT_002736,USER_00776,signup,2026-02-23,"{""device"": ""Android""}"
EVT_002737,USER_00776,kyc_complete,2026-02-25,"{""method"": ""video_kyc""}"
EVT_002738,USER_00777,signup,2026-02-12,"{""device"": ""iOS""}"
EVT_002739,USER_00777,kyc_complete,2026-02-17,"{""method"": ""video_kyc""}"
EVT_002740,USER_00778,signup,2025-12-03,"{""device"": ""Android""}"
EVT_002741,USER_00778,autopay_setup,2025-12-13,"{""frequency"": ""monthly""}"
EVT_002742,USER_00778,bill_payment,2025-12-14,"{""category"": ""gas""}"
EVT_002743,USER_00779,signup,2026-02-02,"{""device"": ""iOS""}"
EVT_002744,USER_00779,kyc_complete,2026-02-10,"{""method"": ""video_kyc""}"
EVT_002745,USER_00779,first_transaction,2026-02-11,"{""amount"": 639}"
EVT_002746,USER_00779,bill_payment,2026-02-07,"{""category"": ""gas""}"
EVT_002747,USER_00780,signup,2026-02-20,"{""device"": ""iOS""}"
EVT_002748,USER_00780,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_002749,USER_00781,signup,2026-02-19,"{""device"": ""Android""}"
EVT_002750,USER_00781,kyc_complete,2026-02-26,"{""method"": ""video_kyc""}"
EVT_002751,USER_00782,signup,2026-02-22,"{""device"": ""Android""}"
EVT_002752,USER_00782,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_002753,USER_00782,first_transaction,2026-03-01,"{""amount"": 1224}"
EVT_002754,USER_00783,signup,2026-01-20,"{""device"": ""Android""}"
EVT_002755,USER_00783,kyc_complete,2026-01-25,"{""method"": ""video_kyc""}"
EVT_002756,USER_00783,first_transaction,2026-01-27,"{""amount"": 753}"
EVT_002757,USER_00784,signup,2026-02-02,"{""device"": ""Android""}"
EVT_002758,USER_00784,kyc_complete,2026-02-16,"{""method"": ""video_kyc""}"
EVT_002759,USER_00784,first_transaction,2026-02-19,"{""amount"": 1917}"
EVT_002760,USER_00784,upi_lite_activation,2026-02-24,"{""balance"": 519}"
EVT_002761,USER_00785,signup,2026-02-26,"{""device"": ""Android""}"
EVT_002762,USER_00785,kyc_complete,2026-02-27,"{""method"": ""video_kyc""}"
EVT_002763,USER_00785,first_transaction,2026-02-28,"{""amount"": 1533}"
EVT_002764,USER_00786,signup,2026-03-01,"{""device"": ""Android""}"
EVT_002765,USER_00786,kyc_complete,2026-02-24,"{""method"": ""video_kyc""}"
EVT_002766,USER_00786,first_transaction,2026-02-25,"{""amount"": 806}"
EVT_002767,USER_00787,signup,2026-02-21,"{""device"": ""Android""}"
EVT_002768,USER_00788,signup,2026-01-16,"{""device"": ""iOS""}"
EVT_002769,USER_00788,kyc_complete,2026-01-21,"{""method"": ""video_kyc""}"
EVT_002770,USER_00788,first_transaction,2026-01-25,"{""amount"": 3941}"
EVT_002771,USER_00788,rewards_redemption,2026-01-26,"{""reward_type"": ""points""}"
EVT_002772,USER_00788,bill_payment,2026-01-20,"{""category"": ""electricity""}"
EVT_002773,USER_00788,repeat_transaction,2026-01-29,"{""amount"": 2445, ""merchant"": ""Chokshi, Swaminathan and Sawhney""}"
EVT_002774,USER_00788,repeat_transaction,2026-01-31,"{""amount"": 360, ""merchant"": ""Buch LLC""}"
EVT_002775,USER_00789,signup,2026-01-27,"{""device"": ""iOS""}"
EVT_002776,USER_00789,kyc_complete,2026-02-05,"{""method"": ""video_kyc""}"
EVT_002777,USER_00789,first_transaction,2026-02-06,"{""amount"": 1406}"
EVT_002778,USER_00789,rewards_redemption,2026-02-14,"{""reward_type"": ""cashback""}"
EVT_002779,USER_00789,upi_lite_activation,2026-02-06,"{""balance"": 235}"
EVT_002780,USER_00789,repeat_transaction,2026-02-16,"{""amount"": 1741, ""merchant"": ""Divan, Bhatti and Date""}"
EVT_002781,USER_00790,signup,2026-02-10,"{""device"": ""Android""}"
EVT_002782,USER_00790,kyc_complete,2026-02-18,"{""method"": ""video_kyc""}"
EVT_002783,USER_00790,first_transaction,2026-02-19,"{""amount"": 158}"
EVT_002784,USER_00790,repeat_transaction,2026-02-24,"{""amount"": 1578, ""merchant"": ""Nair-Raj""}"
EVT_002785,USER_00790,repeat_transaction,2026-02-23,"{""amount"": 4790, ""merchant"": ""Wali, Menon and Setty""}"
EVT_002786,USER_00790,repeat_transaction,2026-02-28,"{""amount"": 2539, ""merchant"": ""Sani, Chaudhary and Contractor""}"
EVT_002787,USER_00791,signup,2026-02-14,"{""device"": ""Android""}"
EVT_002788,USER_00791,kyc_complete,2026-02-18,"{""method"": ""video_kyc""}"
EVT_002789,USER_00791,first_transaction,2026-02-22,"{""amount"": 1904}"
EVT_002790,USER_00792,signup,2025-12-02,"{""device"": ""Android""}"
EVT_002791,USER_00792,kyc_complete,2025-12-05,"{""method"": ""video_kyc""}"
EVT_002792,USER_00792,first_transaction,2025-12-10,"{""amount"": 1050}"
EVT_002793,USER_00792,autopay_setup,2025-12-20,"{""frequency"": ""monthly""}"
EVT_002794,USER_00792,rewards_redemption,2025-12-14,"{""reward_type"": ""points""}"
EVT_002795,USER_00792,bill_payment,2025-12-07,"{""category"": ""mobile""}"
EVT_002796,USER_00792,repeat_transaction,2025-12-14,"{""amount"": 790, ""merchant"": ""Kale, Sani and Seth""}"
EVT_002797,USER_00792,repeat_transaction,2025-12-16,"{""amount"": 4278, ""merchant"": ""Sachdev LLC""}"
EVT_002798,USER_00792,repeat_transaction,2025-12-31,"{""amount"": 1422, ""merchant"": ""Rastogi-Sagar""}"
EVT_002799,USER_00792,repeat_transaction,2025-12-26,"{""amount"": 489, ""merchant"": ""Chandran, Munshi and Sane""}"
EVT_002800,USER_00792,repeat_transaction,2026-01-09,"{""amount"": 1944, ""merchant"": ""Kumer-Prasad""}"
EVT_002801,USER_00792,repeat_transaction,2025-12-28,"{""amount"": 1937, ""merchant"": ""Som Inc""}"
EVT_002802,USER_00792,repeat_transaction,2026-01-28,"{""amount"": 3840, ""merchant"": ""Chada Inc""}"
EVT_002803,USER_00792,repeat_transaction,2026-01-11,"{""amount"": 4701, ""merchant"": ""Char-Pradhan""}"
EVT_002804,USER_00793,signup,2025-12-16,"{""device"": ""iOS""}"
EVT_002805,USER_00793,kyc_complete,2025-12-22,"{""method"": ""video_kyc""}"
EVT_002806,USER_00793,autopay_setup,2026-01-12,"{""frequency"": ""monthly""}"
EVT_002807,USER_00793,bill_payment,2026-01-04,"{""category"": ""mobile""}"
EVT_002808,USER_00794,signup,2026-02-10,"{""device"": ""Android""}"
EVT_002809,USER_00794,autopay_setup,2026-02-25,"{""frequency"": ""monthly""}"
EVT_002810,USER_00795,signup,2026-01-27,"{""device"": ""Android""}"
EVT_002811,USER_00795,autopay_setup,2026-02-18,"{""frequency"": ""monthly""}"
EVT_002812,USER_00795,upi_lite_activation,2026-02-19,"{""balance"": 284}"
EVT_002813,USER_00795,bill_payment,2026-01-30,"{""category"": ""electricity""}"
EVT_002814,USER_00796,signup,2026-01-22,"{""device"": ""iOS""}"
EVT_002815,USER_00796,kyc_complete,2026-01-31,"{""method"": ""video_kyc""}"
EVT_002816,USER_00796,first_transaction,2026-02-04,"{""amount"": 4016}"
EVT_002817,USER_00796,upi_lite_activation,2026-02-19,"{""balance"": 3859}"
EVT_002818,USER_00796,bill_payment,2026-02-07,"{""category"": ""mobile""}"
EVT_002819,USER_00796,repeat_transaction,2026-02-08,"{""amount"": 3823, ""merchant"": ""Bhasin PLC""}"
EVT_002820,USER_00796,repeat_transaction,2026-02-22,"{""amount"": 332, ""merchant"": ""Narayan, Das and Roy""}"
EVT_002821,USER_00797,signup,2026-02-04,"{""device"": ""iOS""}"
EVT_002822,USER_00798,signup,2026-02-04,"{""device"": ""Android""}"
EVT_002823,USER_00798,kyc_complete,2026-02-13,"{""method"": ""video_kyc""}"
EVT_002824,USER_00798,first_transaction,2026-02-18,"{""amount"": 607}"
EVT_002825,USER_00798,rewards_redemption,2026-02-16,"{""reward_type"": ""cashback""}"
EVT_002826,USER_00799,signup,2026-02-24,"{""device"": ""Android""}"
EVT_002827,USER_00800,signup,2026-02-19,"{""device"": ""Android""}"
EVT_002828,USER_00801,signup,2026-02-05,"{""device"": ""Android""}"
EVT_002829,USER_00801,kyc_complete,2026-02-17,"{""method"": ""video_kyc""}"
EVT_002830,USER_00801,first_transaction,2026-02-20,"{""amount"": 4450}"
EVT_002831,USER_00802,signup,2026-03-01,"{""device"": ""Android""}"
EVT_002832,USER_00802,kyc_complete,2026-02-28,"{""method"": ""video_kyc""}"
EVT_002833,USER_00802,first_transaction,2026-02-28,"{""amount"": 2795}"
EVT_002834,USER_00803,signup,2026-02-20,"{""device"": ""Android""}"
EVT_002835,USER_00804,signup,2026-02-03,"{""device"": ""Android""}"
